id1,artigotitle1,id2,artigotitle2
1653,Real-world effectiveness of COVID-19 vaccines: a literature review and meta-analysis,2445,Severe Outcomes Among Patients with Coronavirus Disease 2019 (COVID-19) -United States
1653,Real-world effectiveness of COVID-19 vaccines: a literature review and meta-analysis,408,"-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK. The"
1653,Real-world effectiveness of COVID-19 vaccines: a literature review and meta-analysis,4512,The Newcastle-Ottawa Scale (NOS) for assessing the quality of nonrandomised studies in meta-analyses
1653,Real-world effectiveness of COVID-19 vaccines: a literature review and meta-analysis,825,Tracking SARS-CoV-2 variants
1653,Real-world effectiveness of COVID-19 vaccines: a literature review and meta-analysis,2885,Retrieved
1653,Real-world effectiveness of COVID-19 vaccines: a literature review and meta-analysis,2363,Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72314 Cases From the Chinese Center for Disease Control and Prevention
1653,Real-world effectiveness of COVID-19 vaccines: a literature review and meta-analysis,241,BNT162b2 Vaccine Effectiveness in Preventing Asymptomatic Infection With SARS-CoV-2 Virus: A Nationwide Historical Cohort Study
1653,Real-world effectiveness of COVID-19 vaccines: a literature review and meta-analysis,4209,The initial impact of a national BNT162b2 mRNA COVID-19 vaccine rollout
1653,Real-world effectiveness of COVID-19 vaccines: a literature review and meta-analysis,4309,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study"
5327,"To cite: Saygılı ES, Karakilic E",1020,Mini-Review Discussing the reliability and efficiency of COVID-19 vaccines
5327,"To cite: Saygılı ES, Karakilic E",649,Subacute thyroiditis following seasonal influenza vaccination
5327,"To cite: Saygılı ES, Karakilic E",653,Clinical characteristics of 852 patients with subacute thyroiditis before treatment
5327,"To cite: Saygılı ES, Karakilic E",1602,Viruses and thyroiditis: an update
5327,"To cite: Saygılı ES, Karakilic E",4048,Thyroiditis and SARS-CoV-2 pandemic: a review
5327,"To cite: Saygılı ES, Karakilic E",2434,Diagnostic value of nuclear medicine imaging and ultrasonography in subacute thyroiditis
5327,"To cite: Saygılı ES, Karakilic E",2679,Detection of SARS-COV-2 receptor ACE-2 mRNA in thyroid cells: a clue for COVID-19-related subacute thyroiditis
5327,"To cite: Saygılı ES, Karakilic E",4335,Endocrine significance of SARS-CoV-2's reliance on ACE2
5327,"To cite: Saygılı ES, Karakilic E",1141,Expression of the SARS-CoV-2 cell receptor gene ACE2 in a wide variety of human tissues
5327,"To cite: Saygılı ES, Karakilic E",625,Sars vaccines: where are we?
5327,"To cite: Saygılı ES, Karakilic E",3901,Occurrence of subacute thyroiditis following influenza vaccination
5327,"To cite: Saygılı ES, Karakilic E",5555,Subacute thyroiditis following influenza vaccine (Vaxigrip) in a young female
5327,"To cite: Saygılı ES, Karakilic E",4504,Subacute thyroiditis following the H1N1 vaccine
5327,"To cite: Saygılı ES, Karakilic E",732,Subacute thyroiditis after hepatitis B vaccination
5327,"To cite: Saygılı ES, Karakilic E",5791,Severe manifestations of autoimmune syndrome induced by adjuvants (Shoenfeld's syndrome)
5327,"To cite: Saygılı ES, Karakilic E",4275,Asia syndrome and endocrine autoimmune disorders
5327,"To cite: Saygılı ES, Karakilic E",1626,Three cases of subacute thyroiditis following SARS-CoV-2 vaccine: postvaccination Asia syndrome
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5770,Effect of 2 inactivated SARS-CoV-2 vaccines on symptomatic COVID-19
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,3861,SARS-CoV-2 vaccines: status report
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1724,Efficacy and safety of the mRNA-1273 SARS-CoV-2 vaccine
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2799,E.a. The COVID-19 pandemic and global environmental change: emerging research needs
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,3672,"Associations of ambient coarse particulate matter, nitrogen dioxide, and carbon monoxide with the risk of kidney disease: a cohort study"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1424,Immunotoxicity and environment: immunodysregulation and systemic inflammation in children
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1234,Serological evidence of human infection with SARS-CoV-2: a systematic review and meta-analysis
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1144,Elevated biomarkers of sympatho-adrenomedullary activity linked to ewaste air pollutant exposure in preschool children
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2882,The role of air pollution (PM and NO2) in COVID-19 spread and lethality: a systematic review
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5360,Systemic inflammatory markers associated with cardiovascular disease and acute and chronic exposure to fine particulate matter air pollution (PM2.5) among US NHANES adults with metabolic syndrome
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4521,Evaluation of masks' internal and external surfaces used by health care workers and patients in coronavirus-2 (SARS-CoV-2) wards
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4009,Investigation of SARS-CoV-2 virus in environmental surface
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1891,"Co-variance nexus between COVID-19 mortality, humidity, and air quality index in Wuhan, China: new insights from partial and multiple wavelet coherence"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4997,"Seroprevalence and humoral immune durability of anti-SARS-CoV-2 antibodies in Wuhan, China: a longitudinal, population-level, cross-sectional study"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2759,What defines an efficacious COVID-19 vaccine? A review of the challenges assessing the clinical efficacy of vaccines against SARS-CoV-2
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5032,Source apportionment and health risk assessment of air pollution particles in eastern district of Chengdu
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2570,"SARS-CoV-2 in municipal wastewater treatment plant, collection network, and hospital wastewater"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,3067,Moradi-Asl E (2021b) Investigation of SARS-CoV-2 virus on nozzle surfaces of fuel supply stations in North West of Iran
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4412,Long-term exposure to air-pollution and COVID-19 mortality in England: a hierarchical spatial analysis
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1879,Decreased vaccine antibody titers following exposure to multiple metals and metalloids in e-waste-exposed preschool children
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,3875,"Considerable decrease of antibody titers against measles, mumps, and rubella in preschool children from an e-waste recycling area"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,3650,Safety and efficacy of an rAd26 and rAd5 vector-based heterologous prime-boost COVID-19 vaccine: an interim analysis of a randomised
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2386,Air pollution exposure and COVID-19: a look at mortality in Mexico City using individual-level data
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5823,Elevated inflammatory Lp-PLA2 and IL-6 link e-waste Pb toxicity to cardiovascular risk factors in preschool children
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4833,"Nurture to nature via COVID-19, a self-regenerating environmental strategy of environment in global context"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2702,Air pollution by NO 2 and PM 2.5 explains COVID-19 infection severity by overexpression of angiotensinconverting enzyme 2 in respiratory cells: a review
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2858,Spike in pollution to ignite the bursting of COVID-19 second wave is more dangerous than spike of SAR-CoV-2 under environmental ignorance in long term: a review
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,500,Safety and efficacy of the BNT162b2 mRNA COVID-19 vaccine
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,327,Characterization of water soluble inorganic ions and their evolution processes during PM2.5 pollution episodes in a small city in southwest China
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1741,Association between changes in air pollution levels during the Beijing Olympics and biomarkers of inflammation and thrombosis in healthy young adults
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5193,Safety and efficacy of single-dose Ad26.COV2.S vaccine against COVID-19
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1901,Investigating the relationship between occupation and SARS-CoV2
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2103,A study on the effects of meteorological and climatic factors on the COVID-19 spread in Canada during 2020
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5912,Effects of climatological parameters on the outbreak spread of COVID-19 in highly affected regions of Spain
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5359,Does environmental quality and weather induce COVID-19: case study of Istanbul
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5010,Fluctuations in environmental pollutants and air quality during the lockdown in the USA and China: two sides of COVID-19 pandemic
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4723,"Lamon-Fava S (2021) EPA and DHA differentially modulate monocyte inflammatory response in subjects with chronic inflammation in part via plasma specialized pro-resolving lipid mediators: a randomized, double-blind, crossover study"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,3954,COVID-19 and air pollution and meteorology-an intricate relationship: a review
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,3031,"Efficacy and safety of an inactivated wholevirion SARS-CoV-2 vaccine (CoronaVac): interim results of a double-blind, randomised, placebo-controlled, phase 3 trial in Turkey"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5740,Links between air pollution and COVID-19 in England
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5167,Long-term residential exposure to air pollution is associated with hair cortisol concentration and differential leucocyte count in Flemish adolescent boys
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1452,Investigation of SARS-CoV-2 in hospital indoor air of COVID-19 patients' ward with impinger method
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4948,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1783,"Seasonal characteristics, formation mechanisms and source origins of PM<sub>2.5</sub> in two megacities in Sichuan Basin"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4778,"Combined toxicity of outdoor air pollution on kidney function among adult women in Mianyang City, southwest China"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2418,COVID-19) Dashboard
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5646,"Children and increased susceptibility to environmental carcinogens: evidence or empathy? Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2904,"SARS-CoV-2 infection, COVID-19 pathogenesis, and exposure to air pollution: what is the connection?"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4821,Exposure to air pollution and COVID-19 mortality in the United States: a nationwide cross-sectional study
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4601,Decreased blood hepatitis B surface antibody levels linked to ewaste lead exposure in preschool children
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,1576,Inflammatory response to fine particulate air pollution exposure: neutrophil versus monocyte
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5139,Assessing the mechanism of DNA damage induced by lead through direct and indirect interactions
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5219,Analysis of efficacy of intervention strategies for COVID-19 transmission: a case study of Hong Kong
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2573,"Particulate air pollution and respiratory Haemophilus influenzae infection in Mianyang, southwest"
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2647,Ambient fine particulate matter inhibits innate airway antimicrobial activity in preschool children in e-waste areas
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,24,The association of PM2.5 with airway innate antimicrobial activities of salivary agglutinin and surfactant protein D
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2559,Associations between air pollution and COVID-19 epidemic during quarantine period in China
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,4204,Ambient air heavy metals in PM2.5 and potential human health risk assessment in an informal electronic-waste recycling site of China
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,2461,Association between short-term exposure to air pollution and COVID-19 infection: evidence from China
106,The associations between air pollutant exposure and neutralizing antibody titers of an inactivated SARS-CoV-2 vaccine,5768,Publisher's note Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,4013,Efficacy and safety of a COVID-19 inactivated vaccine in healthcare professionals in Brazil: the PROFISCOV Study
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,3310,"Efficacy and safety of an inactivated whole-virion SARS-CoV-2 vaccine (CoronaVac): interim results of a doubleblind, randomised, placebo-controlled, phase 3 trial in Turkey"
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,5401,Ministry of Health
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,5819,WHO. Coronavirus disease (COVID-19): Vaccines
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,353,Effectiveness of an inactivated SARS-CoV-2 vaccine in Chile
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,5542,The Capacity of the Indonesian Healthcare System to Respond to COVID-19
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,650,Efficacy of inactivated SARS-CoV-2 vaccines against the Delta variant infection in Guangzhou: A test-negative case-control real-world study
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,5019,WHO. Coronavirus disease (COVID-19
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,5545,Association between vaccination with BNT162b2 and incidence of symptomatic and asymptomatic SARS-CoV-2 infections among health care workers
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,1250,The complementary roles of Phase 3 trials and postlicensure surveillance in the evaluation of new vaccines
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,3821,Effectiveness of the CoronaVac vaccine in older adults during a gamma variant associated epidemic of covid-19 in Brazil: test negative case-control study
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,547,Real world effectiveness of covid-19 vaccines
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,5395,"Effectiveness of CoronaVac among healthcare workers in the setting of high SARS-CoV-2 Gamma variant transmission in Manaus, Brazil: a test-negative case-control study"
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,5380,WHO. Interim statement on COVID-19 vaccine booster doses
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,1461,Turkish Society of Clinical Microbiology and Infectious Diseases
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,3113,"Vaccination status, acceptance, and knowledge toward a COVID-19 vaccine among healthcare workers: a cross-sectional survey in China"
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,2373,"Covid-19 vaccine acceptance, hesitancy, and refusal among Canadian healthcare workers: A multicenter survey"
81,Waning effectiveness of CoronaVac in real life: A retrospective cohort study in health care workers,3848,"Hazal Cansu Acar, Sumeyye Nur Aydin et al. Vaccine xxx (xxxx) xxx"
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",811,"), and National Institute of Allergy and Infectious Diseases (ZIA AI001273). JDS, LRG and BMA have received postdoctoral fellowships by the Brazilian Ministry of Health while conducting this study. References Artic Network"
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",87,The importance and challenges of identifying SARS-CoV-2 reinfections
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",3214,"Centers for Disease Control and Prevention, 2020. CDC 2019-Novel Coronavirus (2019-nCoV) Real-Time RT-PCR Diagnostic Panel"
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",2142,Sensitivity of SARS-CoV-2 B.1.1.7 to mRNA vaccine-elicited antibodies
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",1701,2020. The N501Y and K417N mutations in the spike protein of SARS-CoV-2 alter the interactions with both hACE2 and human derived antibody: a free energy of perturbation study
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",3946,Multiple SARS-CoV-2 variants escape neutralization by vaccine-induced humoral immunity
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",4576,Complete mapping of mutations to the SARS-CoV-2 spike receptor-binding domain that escape antibody recognition
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",4855,Confirmed reinfection with SARS-CoV-2 variant VOC-202012/01
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",3176,SARS-CoV-2 spike E484K mutation reduces antibody neutralisation. The Lancet Microbe
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",3690,ModelFinder: fast model selection for accurate phylogenetic estimates
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",1781,Longitudinal analysis of human memory T-cell response according to the severity of illness up to 8 months after SARS-CoV-2 infection
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",4825,Efficacy and breadth of adjuvanted SARS-CoV-2 receptor-binding domain nanoparticle vaccine in macaques
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",2355,A longitudinal study of SARS-CoV-2-infected patients reveals a high correlation between neutralizing antibodies and COVID-19 severity
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",2206,"Oxford University Hospitals Staff Testing, G, 2021. Antibody status and incidence of SARS-CoV-2 infection in health care workers"
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",2547,SARS-CoV-2 infection of BNT162b2(mRNA)-vaccinated individuals is not restricted to variants of concern or high-risk exposure environments
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",5867,SARS-CoV-2 immune evasion by variant B.1.427/B.1.429
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",1406,Portal do COVID-19 -Coronavírus Brasil
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",1016,Three SARS-CoV-2 Reinfection Cases by the New Variant of Concern (VOC) P.1/501Y.V3. PREPRINT Available at Research Square
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",1648,IQ-TREE: a fast and effective stochastic algorithm for estimating maximum-likelihood phylogenies
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",250,"CoG-UK), o.b.o.C.-G.C.U, 2020. Preliminary genomic characterisation of an emergent SARS-CoV-2 lineage in the UK defined by a novel set of spike mutations"
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",2561,Rede Genômica Fiocruz. Presença das linhagens por estado
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",2218,SARS-CoV-2 genomic analyses in cancer patients reveal elevated intrahost genetic diversity
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",607,Deep mutational scanning of SARS-CoV-2 receptor binding domain reveals constraints on folding and ACE2 binding
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",3203,Association between SARS-CoV-2 neutralizing antibodies and commercial serological assays
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",3820,Detection of a SARS-CoV-2 variant of concern in South Africa
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",2646,Genomic evidence for reinfection with SARS-CoV-2: a case study
5958,"New infections by SARS-CoV-2 variants of concern after natural infections and post-vaccination in Rio de Janeiro, Brazil",5512,"Genomic characterization of a novel SARS-CoV-2 lineage from Rio de Janeiro, Brazil"
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,665,Effectiveness of an Inactivated SARS-CoV-2 Vaccine in Chile
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,1064,reactive T cells in healthy donors and patients with COVID-19
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,5229,Potent neutralizing antibodies from COVID-19 patients define multiple targets of vulnerability
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,2200,Targets of T Cell Responses to SARS-CoV-2 Coronavirus in Humans with
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,2719,Rapid generation of durable B cell memory to SARS-CoV-2 spike and nucleocapsid proteins in COVID-19 and convalescence
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,737,Severe Acute Respiratory Syndrome Coronavirus 2-Specific Antibody Responses in Coronavirus Disease Patients
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,2084,Adaptive immunity to SARS-CoV-2 and COVID-19
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,5970,Vaccines and SARS-CoV-2 variants: the urgent need for a correlate of protection
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,2432,Correlates of protection from SARS-CoV-2 infection
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,5099,Immunological memory to SARS-CoV-2 assessed for up to 8 months after infection
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,1037,Serum neutralising activity against SARS-CoV-2 variants elicited by CoronaVac
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,5077,"A comprehensive, longitudinal analysis of humoral responses specific to four recombinant antigens of SARS-CoV-2 in severe and non-severe COVID-19 patients"
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,3152,Unique phenotypes and clonal expansions of human CD4 effector memory T cells re-expressing CD45RA
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,5777,Two subsets of memory T lymphocytes with distinct homing potentials and effector functions
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,894,Distinct antibody and memory B cell responses in SARS-CoV-2 naive and recovered individuals following mRNA vaccination
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,3621,Antibody titres decline 3-month post-vaccination with BNT162b2
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,1596,Loss of Bcl-6-Expressing T Follicular Helper Cells and Germinal Centers in COVID-19
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,1344,IgA dominates the early neutralizing antibody response to SARS-CoV-2
4472,Journal Pre-proof Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine Dynamic SARS-CoV-2 specific B cell and T cell responses following immunization of an inactivated COVID-19 vaccine,2262,Enhanced SARS-CoV-2 neutralization by dimeric IgA
